proteinID,taxaID,cladeID,scientificName,genus,species
A0A0H5SBG7,6279,E,Brugia malayi,Brugia,malayi
A0A0I9R2W4,6279,E,Brugia malayi,Brugia,malayi
A0A0I9R3G5,6279,E,Brugia malayi,Brugia,malayi
A0A0I9XM02,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9XXX5,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9Y0A3,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9Y964,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9Y9S2,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9YLD6,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9YNU3,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9YQY5,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9ZDG1,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0I9ZTD2,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0J0AM35,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0J0ATD1,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0J0ATN3,5127,E,Fusarium fujikuroi,Fusarium,fujikuroi
A0A0J0XLP4,879819,E,Cutaneotrichosporon oleaginosus,Cutaneotrichosporon,oleaginosus
A0A0J0XP21,879819,E,Cutaneotrichosporon oleaginosus,Cutaneotrichosporon,oleaginosus
A0A0J0XT86,879819,E,Cutaneotrichosporon oleaginosus,Cutaneotrichosporon,oleaginosus
A0A0J7JVB0,67767,E,Lasius niger,Lasius,niger
A0A0J7K5D7,67767,E,Lasius niger,Lasius,niger
A0A0J7K6J6,67767,E,Lasius niger,Lasius,niger
A0A0J7KCV3,67767,E,Lasius niger,Lasius,niger
A0A0J7KG26,67767,E,Lasius niger,Lasius,niger
A0A0J7KHM4,67767,E,Lasius niger,Lasius,niger
A0A0J7L170,67767,E,Lasius niger,Lasius,niger
A0A0J7L4B5,67767,E,Lasius niger,Lasius,niger
A0A0J7L8B6,67767,E,Lasius niger,Lasius,niger
A0A0J7L9J7,67767,E,Lasius niger,Lasius,niger
A0A0J7N2B8,67767,E,Lasius niger,Lasius,niger
A0A0J9QVX1,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9R3M2,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9RG75,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9RR00,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9RW86,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9RZY5,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9S0W4,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9TPZ0,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9U1Y7,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9UE91,7240,E,Drosophila simulans,Drosophila,simulans
A0A0J9X342,1173061,E,Geotrichum candidum,Geotrichum,candidum
A0A0J9XA67,1173061,E,Geotrichum candidum,Geotrichum,candidum
A0A0J9XC76,1173061,E,Geotrichum candidum,Geotrichum,candidum
A0A0J9XDQ9,1173061,E,Geotrichum candidum,Geotrichum,candidum
A0A0J9XHB4,1173061,E,Geotrichum candidum,Geotrichum,candidum
A0A0J9XTS1,6279,E,Brugia malayi,Brugia,malayi
A0A0J9Y279,6279,E,Brugia malayi,Brugia,malayi
A0A0J9YAF3,6279,E,Brugia malayi,Brugia,malayi
A0A0K0CY14,6313,E,Angiostrongylus cantonensis,Angiostrongylus,cantonensis
A0A0K0D553,6313,E,Angiostrongylus cantonensis,Angiostrongylus,cantonensis
A0A0K0DMM1,6313,E,Angiostrongylus cantonensis,Angiostrongylus,cantonensis
A0A0K0DQB2,6313,E,Angiostrongylus cantonensis,Angiostrongylus,cantonensis
A0A0K0DTN2,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0DX29,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0DXA9,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0EGQ2,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0EJJ7,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0ERR0,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0ERR4,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0ET46,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0ET90,6248,E,Strongyloides stercoralis,Strongyloides,stercoralis
A0A0K0FB75,75913,E,Strongyloides venezuelensis,Strongyloides,venezuelensis
A0A0K0FF36,75913,E,Strongyloides venezuelensis,Strongyloides,venezuelensis
A0A0K0FFU0,75913,E,Strongyloides venezuelensis,Strongyloides,venezuelensis
A0A0K0FZ19,75913,E,Strongyloides venezuelensis,Strongyloides,venezuelensis
A0A0K0G1J4,75913,E,Strongyloides venezuelensis,Strongyloides,venezuelensis
A0A0K0G3F0,75913,E,Strongyloides venezuelensis,Strongyloides,venezuelensis
A0A0K0JKZ2,6279,E,Brugia malayi,Brugia,malayi
A0A0K0K7R6,312069,E,Scotophilus viridis,Scotophilus,viridis
A0A0K0KFV5,1640240,E,Polybranchia cf. orientalis 2 JEV-2014,Polybranchia,cf. orientalis 2 JEV-2014
A0A0K0LTN0,47083,E,Melilotus officinalis,Melilotus,officinalis
A0A0K0LVC2,53854,E,Chamaecrista fasciculata,Chamaecrista,fasciculata
A0A0K0MKI7,348901,E,Cercospora zeina,Cercospora,zeina
A0A0K0NPC0,1278899,E,Metarhizium pinghaense,Metarhizium,pinghaense
A0A0K0NZS0,1678387,E,Hipparchia hermione,Hipparchia,hermione
A0A0K1FKI9,336582,E,Alopecosa aculeata,Alopecosa,aculeata
A0A0K1FT02,1687897,E,Phenopelopidae sp. BOLD:ACG5157,Phenopelopidae, BOLD:ACG5157
A0A0K1G4N6,1251236,E,Eupodidae sp. BOLD:AAH6634,Eupodidae, BOLD:AAH6634
A0A0K1NNX3,1698368,E,Ancherythroculter lini,Ancherythroculter,lini
A0A0K1ZBG1,265140,E,Penstemon gracilis,Penstemon,gracilis
A0A0K1ZXL6,1690103,E,Goodenia filiformis,Goodenia,filiformis
A0A0K2C1I4,1643782,E,Chaetodon melapterus,Chaetodon,melapterus
A0A0K2CUD5,1680683,E,Valsaria spartii,Valsaria,rtii
A0A0K2S888,88764,E,Conus episcopatus,Conus,episcopatus
A0A0K2SCH2,88764,E,Conus episcopatus,Conus,episcopatus
A0A0K2T3S5,72036,E,Lepeophtheirus salmonis,Lepeophtheirus,salmonis
A0A0K2TCH9,72036,E,Lepeophtheirus salmonis,Lepeophtheirus,salmonis
A0A0K2U4D8,72036,E,Lepeophtheirus salmonis,Lepeophtheirus,salmonis
A0A0K2U9U4,72036,E,Lepeophtheirus salmonis,Lepeophtheirus,salmonis
A0A0K2UI37,72036,E,Lepeophtheirus salmonis,Lepeophtheirus,salmonis
A0A0K3AUP0,6239,E,Caenorhabditis elegans,Caenorhabditis,elegans
A0A0K3C806,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3C8S3,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3CBY6,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3CGN7,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3CJW3,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3CLI3,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3CR43,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K3CUN7,5286,E,Rhodotorula toruloides,Rhodotorula,toruloides
A0A0K6FKJ9,456999,E,Rhizoctonia solani,Rhizoctonia,solani
A0A0K6FM78,456999,E,Rhizoctonia solani,Rhizoctonia,solani
A0A0K6FRC9,456999,E,Rhizoctonia solani,Rhizoctonia,solani
A0A0K6GJH7,456999,E,Rhizoctonia solani,Rhizoctonia,solani
A0A0K8L2I9,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8L576,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8L5H5,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8L7C2,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8L7G5,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8LEK0,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8LFT1,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8LG77,91492,E,Aspergillus udagawae,Aspergillus,udagawae
A0A0K8R2P9,34613,E,Ixodes ricinus,Ixodes,ricinus
A0A0K8R409,34613,E,Ixodes ricinus,Ixodes,ricinus
A0A0K8RA04,34613,E,Ixodes ricinus,Ixodes,ricinus
A0A0K8RAV3,34613,E,Ixodes ricinus,Ixodes,ricinus
A0A0K8RQA2,34613,E,Ixodes ricinus,Ixodes,ricinus
A0A0K8RZ41,35024,E,Crotalus horridus,Crotalus,horridus
A0A0K8S1F2,35024,E,Crotalus horridus,Crotalus,horridus
A0A0K8S6H7,30085,E,Lygus hesperus,Lygus,herus
A0A0K8SAD6,30085,E,Lygus hesperus,Lygus,herus
A0A0K8SHJ8,30085,E,Lygus hesperus,Lygus,herus
A0A0K8T0E9,30085,E,Lygus hesperus,Lygus,herus
A0A0K8TNL8,304241,E,Tabanus bromius,Tabanus,bromius
A0A0K8TNS8,304241,E,Tabanus bromius,Tabanus,bromius
A0A0K8TPP7,304241,E,Tabanus bromius,Tabanus,bromius
A0A0K8TQE2,304241,E,Tabanus bromius,Tabanus,bromius
A0A0K8TT11,304241,E,Tabanus bromius,Tabanus,bromius
A0A0K8TUS9,65032,E,Epiphyas postvittana,Epiphyas,postvittana
A0A0K8TW13,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8U8R2,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8U8U7,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8UJY7,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8UVB2,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8UVM9,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8V3W7,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VF96,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VFF4,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VFR5,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VJ19,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VR52,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VS55,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8VSH1,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8W1S6,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8W376,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8W5V5,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8WA79,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8WD72,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K8WIP4,174628,E,Bactrocera latifrons,Bactrocera,latifrons
A0A0K9NIV3,29655,E,Zostera marina,Zostera,marina
A0A0K9NUD9,29655,E,Zostera marina,Zostera,marina
A0A0K9NX35,29655,E,Zostera marina,Zostera,marina
A0A0K9NX81,29655,E,Zostera marina,Zostera,marina
A0A0K9NXJ4,29655,E,Zostera marina,Zostera,marina
A0A0K9P0F2,29655,E,Zostera marina,Zostera,marina
A0A0K9P435,29655,E,Zostera marina,Zostera,marina
A0A0K9P8W0,29655,E,Zostera marina,Zostera,marina
A0A0K9PB36,29655,E,Zostera marina,Zostera,marina
A0A0K9PKV8,29655,E,Zostera marina,Zostera,marina
A0A0K9PNP9,29655,E,Zostera marina,Zostera,marina
A0A0K9PPW6,29655,E,Zostera marina,Zostera,marina
A0A0K9PUU9,29655,E,Zostera marina,Zostera,marina
A0A0K9Q0F7,29655,E,Zostera marina,Zostera,marina
A0A0K9Q2A9,29655,E,Zostera marina,Zostera,marina
A0A0K9Q2S9,29655,E,Zostera marina,Zostera,marina
A0A0K9Q6I3,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9Q9K8,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9QCY3,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9QIB6,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9QWX8,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9QYJ9,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9QYT3,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9R278,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9RIB8,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9RUV1,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0K9RVY9,3562,E,Spinacia oleracea,Spinacia,oleracea
A0A0L0BPE0,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0BRH2,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0BS35,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0BSY4,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0BTU6,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0BYQ0,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0BZD0,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0C3C9,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0C3H6,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0C3J7,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0C7B3,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0CBU7,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0CDU6,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0CRQ4,7375,E,Lucilia cuprina,Lucilia,cuprina
A0A0L0P6A4,498019,E,[Candida] auris,[Candida],auris
A0A0L0P7M1,498019,E,[Candida] auris,[Candida],auris
A0A0L1HCC0,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HG00,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HJH5,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HKZ0,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HLB9,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HLU1,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HM58,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HNL0,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HR39,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HRK3,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HSZ7,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1HUF8,183478,E,Stemphylium lycopersici,Stemphylium,lycopersici
A0A0L1KJM0,1314962,E,Perkinsela sp. CCAP 1560/4,Perkinsela, CCAP 1560/4
A0A0L1KQ15,1314962,E,Perkinsela sp. CCAP 1560/4,Perkinsela, CCAP 1560/4
A0A0L6V1X2,27349,E,Puccinia sorghi,Puccinia,sorghi
A0A0L6VH24,27349,E,Puccinia sorghi,Puccinia,sorghi
A0A0L6VI91,27349,E,Puccinia sorghi,Puccinia,sorghi
A0A0L6VIS5,27349,E,Puccinia sorghi,Puccinia,sorghi
A0A0L6WDF5,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WDU3,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WJZ3,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WLE7,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WMX1,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WTL8,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WU76,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6WW16,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L6X1K8,1306850,E,Termitomyces sp. J132,Termitomyces, J132
A0A0L7K3Z6,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7KPP9,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7KSI7,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7KX88,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7KXH9,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7L0X6,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7L9S5,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7LBZ1,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7LJ56,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7LJV3,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7LJW2,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7LUB8,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7LWK8,104452,E,Operophtera brumata,Operophtera,brumata
A0A0L7QKK1,597456,E,Habropoda laboriosa,Habropoda,laboriosa
A0A0L7QXQ4,597456,E,Habropoda laboriosa,Habropoda,laboriosa
A0A0L7QZQ9,597456,E,Habropoda laboriosa,Habropoda,laboriosa
A0A0L7R0X5,597456,E,Habropoda laboriosa,Habropoda,laboriosa
A0A0L7R381,597456,E,Habropoda laboriosa,Habropoda,laboriosa
A0A0L7R9G8,597456,E,Habropoda laboriosa,Habropoda,laboriosa
A0A0L8FM32,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8FW11,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8FYP2,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8G0A5,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8G556,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8G742,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8H2Y1,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8H9K0,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8HFS8,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8HGH5,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8HTZ7,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8HVS8,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8HXJ9,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8I095,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8I0A0,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8IHM0,37653,E,Octopus bimaculoides,Octopus,bimaculoides
A0A0L8RA95,1080349,E,Saccharomyces eubayanus,Saccharomyces,eubayanus
A0A0L8RHC8,1080349,E,Saccharomyces eubayanus,Saccharomyces,eubayanus
A0A0L8RI90,1080349,E,Saccharomyces eubayanus,Saccharomyces,eubayanus
A0A0L8RNX4,1080349,E,Saccharomyces eubayanus,Saccharomyces,eubayanus
A0A0L8VGS8,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L8VPR2,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L8VRM2,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L8VRQ7,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L8VRW6,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L8VSG3,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L8VV44,252598,E,Saccharomyces sp. 'boulardii',Saccharomyces, 'boulardii'
A0A0L9SWK5,268505,E,Ophiocordyceps unilateralis,Ophiocordyceps,unilateralis
A0A0L9SYF5,268505,E,Ophiocordyceps unilateralis,Ophiocordyceps,unilateralis
A0A0L9SZU2,268505,E,Ophiocordyceps unilateralis,Ophiocordyceps,unilateralis
A0A0L9T1G4,268505,E,Ophiocordyceps unilateralis,Ophiocordyceps,unilateralis
A0A0L9T2D4,268505,E,Ophiocordyceps unilateralis,Ophiocordyceps,unilateralis
A0A0L9T4A4,3914,E,Vigna angularis,Vigna,angularis
A0A0L9T9V7,3914,E,Vigna angularis,Vigna,angularis
A0A0L9TDT9,3914,E,Vigna angularis,Vigna,angularis
A0A0L9TM14,3914,E,Vigna angularis,Vigna,angularis
A0A0L9TZZ3,3914,E,Vigna angularis,Vigna,angularis
A0A0L9U1S0,3914,E,Vigna angularis,Vigna,angularis
A0A0L9ULG5,3914,E,Vigna angularis,Vigna,angularis
A0A0L9V2U2,3914,E,Vigna angularis,Vigna,angularis
A0A0L9V3L3,3914,E,Vigna angularis,Vigna,angularis
A0A0L9VQ18,3914,E,Vigna angularis,Vigna,angularis
A0A0M0J6Z2,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0J7D6,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0JIY3,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0JNB0,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0JSZ3,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0K077,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0K0B2,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0K447,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0K596,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0LQD5,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M0LQM5,1460289,E,Chrysochromulina sp. CCMP291,Chrysochromulina, CCMP291
A0A0M3HPY5,6252,E,Ascaris lumbricoides,Ascaris,lumbricoides
A0A0M3HYV6,6252,E,Ascaris lumbricoides,Ascaris,lumbricoides
A0A0M3I386,6252,E,Ascaris lumbricoides,Ascaris,lumbricoides
A0A0M3I5X2,6252,E,Ascaris lumbricoides,Ascaris,lumbricoides
A0A0M3I8E3,6252,E,Ascaris lumbricoides,Ascaris,lumbricoides
A0A0M3IZ91,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3JE87,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3JQT5,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3JSI8,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3JYR8,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3K3N5,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3K9X3,6269,E,Anisakis simplex,Anisakis,simplex
A0A0M3LIC8,134758,E,Eurycea bislineata,Eurycea,bislineata
A0A0M3LMW4,1579477,E,Alternaria aff. arborescens JHCW-2014,Alternaria,aff. arborescens JHCW-2014
A0A0M3MZY4,1647063,E,Thysanoptera sp. BOLD:ACC3563,Thysanoptera, BOLD:ACC3563
A0A0M3N4D8,1668716,E,Ichneumonidae sp. BOLD:ACI3734,Ichneumonidae, BOLD:ACI3734
A0A0M3N7B7,1252599,E,Ichneumonidae sp. BOLD:AAH1754,Ichneumonidae, BOLD:AAH1754
A0A0M3N8J3,1667780,E,Cryptinae sp. BOLD:AAF1375,Cryptinae, BOLD:AAF1375
A0A0M3NGD2,1304513,E,Adelognathus sp. BOLD:AAH1599,Adelognathus, BOLD:AAH1599
A0A0M3NKS1,1681339,E,Bucculatrix sp. CNRMD528-12,Bucculatrix, CNRMD528-12
A0A0M3QTY5,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M3QUS9,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M3WEU7,43215,E,Ramularia endophylla,Ramularia,endophylla
A0A0M3XC87,1668986,E,Mymaridae sp. BOLD:AAF1974,Mymaridae, BOLD:AAF1974
A0A0M3Y124,1666554,E,Epinotia cruciana,Epinotia,cruciana
A0A0M3YG10,1690876,E,Dicyrtomina sp. BOLD:AAF5859,Dicyrtomina, BOLD:AAF5859
A0A0M4C0R7,1405145,E,Pityohyphantes cristatus,Pityohyphantes,cristatus
A0A0M4CA70,1659975,E,Scotinella madisonia,Scotinella,madisonia
A0A0M4CCV4,1107827,E,Pocadicnemis americana,Pocadicnemis,americana
A0A0M4E4H3,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4EEP0,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4EHJ8,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4EIT6,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4EM25,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4ENA1,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4EVA2,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4F530,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M4FNW9,8153,E,Haplochromis burtoni,Haplochromis,burtoni
A0A0M4IXI4,1708897,E,Atelostegus thrinax,Atelostegus,thrinax
A0A0M4MYX7,1623238,E,Calliteara grotei,Calliteara,grotei
A0A0M4N0E3,1711715,E,Phlebotomus sp. UNK.M.2-3,Phlebotomus, UNK.M.2-3
A0A0M4S7M8,3483,E,Cannabis sativa,Cannabis,sativa
A0A0M5I555,1104371,E,Uperoleia lithomoda,Uperoleia,lithomoda
A0A0M5IBQ2,1706531,E,Aroa discalis,Aroa,discalis
A0A0M5IC80,1108128,E,Bathyphantes canadensis,Bathyphantes,canadensis
A0A0M5IDA8,81834,E,Enoplognatha ovata,Enoplognatha,ovata
A0A0M5IDG4,378079,E,Phausis reticulata,Phausis,reticulata
A0A0M5IYE1,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M5J326,30019,E,Drosophila busckii,Drosophila,busckii
A0A0M5K616,4073,E,Capsicum frutescens,Capsicum,frutescens
A0A0M8N654,150374,E,Escovopsis weberi,Escovopsis,weberi
A0A0M8P4K0,229535,E,Penicillium nordicum,Penicillium,nordicum
A0A0M8P9S7,229535,E,Penicillium nordicum,Penicillium,nordicum
A0A0M8PDL8,229535,E,Penicillium nordicum,Penicillium,nordicum
A0A0M8PH48,229535,E,Penicillium nordicum,Penicillium,nordicum
A0A0M8ZNQ2,166423,E,Melipona quadrifasciata,Melipona,quadrifasciata
A0A0M8ZXF1,166423,E,Melipona quadrifasciata,Melipona,quadrifasciata
A0A0M8ZZC1,166423,E,Melipona quadrifasciata,Melipona,quadrifasciata
A0A0M9A245,166423,E,Melipona quadrifasciata,Melipona,quadrifasciata
A0A0M9A5K0,166423,E,Melipona quadrifasciata,Melipona,quadrifasciata
A0A0M9EPS7,179993,E,Fusarium langsethiae,Fusarium,langsethiae
A0A0M9ERY7,179993,E,Fusarium langsethiae,Fusarium,langsethiae
A0A0M9ESD8,179993,E,Fusarium langsethiae,Fusarium,langsethiae
A0A0M9EW20,179993,E,Fusarium langsethiae,Fusarium,langsethiae
A0A0M9EZC7,179993,E,Fusarium langsethiae,Fusarium,langsethiae
A0A0M9F3N6,179993,E,Fusarium langsethiae,Fusarium,langsethiae
A0A0M9FYT4,157538,E,Leptomonas pyrrhocoris,Leptomonas,pyrrhocoris
